1	6	19	21	29	35	54	55	60	76	101	105	127	135	139	142	167	180	218	256	276	280	299	334	335	368	n_members	Family	S	X
0.23529411764705882	0	0.0784313725490196	0.0196078431372549	0.0392156862745098	0.0784313725490196	0.058823529411764705	0.0196078431372549	0.058823529411764705	0	0	0	0.0196078431372549	0.0392156862745098	0.13725490196078433	0	0	0	0.0196078431372549	0.0392156862745098	0.11764705882352941	0	0	0.0196078431372549	0	0.0196078431372549	51	Rhodobacteraceae	2.4410076060470907	11.484606874099152
0	0	0.8181818181818182	0	0	0	0.022727272727272728	0	0	0	0.022727272727272728	0	0	0	0.13636363636363635	0	0	0	0	0	0	0	0	0	0	0	44	Colwelliaceae	0.6078887566503455	1.8365498990674598
0.6	0.02857142857142857	0.02857142857142857	0	0.02857142857142857	0	0	0.02857142857142857	0	0.02857142857142857	0.02857142857142857	0	0.08571428571428572	0	0.05714285714285714	0	0.05714285714285714	0	0	0	0	0	0	0.02857142857142857	0	0	35	Saprospiraceae	1.5552510106198139	4.736275231345673
0.13636363636363635	0.13636363636363635	0.3181818181818182	0	0	0	0.13636363636363635	0	0.045454545454545456	0	0.09090909090909091	0	0	0.09090909090909091	0.045454545454545456	0	0	0	0	0	0	0	0	0	0	0	22	Flavobacteriaceae	1.896430164101954	6.662069447251535
0.14285714285714285	0	0.3333333333333333	0	0	0.047619047619047616	0.14285714285714285	0	0	0	0	0	0	0.047619047619047616	0.23809523809523808	0	0	0.047619047619047616	0	0	0	0	0	0	0	0	21	Oceanospirillaceae	1.698796993077406	5.467366154551689
0.25	0.05	0.05	0.1	0.05	0.05	0	0.15	0	0	0	0.05	0	0	0	0.2	0	0	0	0	0	0	0	0	0.05	0	20	Candidatus Carsonella	2.082007361865277	8.020552917753418
0	0	0.9444444444444444	0	0	0	0.05555555555555555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	Campylobacteraceae	0.2145591551764051	1.239315430729068
0.17647058823529413	0	0.29411764705882354	0	0	0	0	0	0	0	0	0.11764705882352941	0	0	0.17647058823529413	0	0	0.058823529411764705	0	0	0	0	0	0.17647058823529413	0	0	17	Alteromonadaceae	1.696684254567782	5.4558272331846736
0.5714285714285714	0.21428571428571427	0.14285714285714285	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07142857142857142	0	0	0	0	0	0	0	0	0	14	Flammeovirgaceae	1.1163670752893367	3.0537400194437296
0.8461538461538461	0.07692307692307693	0	0	0	0	0	0	0	0	0	0	0.07692307692307693	0	0	0	0	0	0	0	0	0	0	0	0	0	13	Porphyromonadaceae	0.5359610497090694	1.7090899736570637
0.25	0	0.16666666666666666	0.08333333333333333	0.08333333333333333	0	0	0.08333333333333333	0	0	0	0	0	0	0.25	0	0	0	0.08333333333333333	0	0	0	0	0	0	0	12	Alteromonadales	1.8200759753606213	6.17232737686821
0	0	0.8181818181818182	0	0	0	0	0	0	0	0	0.09090909090909091	0.09090909090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	11	Cryomorphaceae	0.6001660731596457	1.822421430545617
0.7	0	0	0	0.1	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	Nannocystaceae	0.8018185525433373	2.2295918739204166
0.6666666666666666	0.1111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2222222222222222	0	0	0	9	Verrucomicrobiaceae	0.8486855577264172	2.336573541485641
0.375	0.5	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	Planctomycetaceae	0.9743147528693494	2.649351128562104
0	0	0	0.5714285714285714	0	0.14285714285714285	0	0.2857142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	Clostridiales	0.9556998911125343	2.6004900059896596
0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0.16666666666666666	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0.16666666666666666	0	0	6	Thioalkalispiraceae	1.3296613488547582	3.77976314968462
0	0	0.6666666666666666	0	0	0.16666666666666666	0	0	0	0.16666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	Hyphomonadaceae	0.8675632284814612	2.381101577952299
0	0	0.16666666666666666	0.3333333333333333	0	0	0	0.16666666666666666	0	0	0	0	0	0.16666666666666666	0	0	0	0	0	0	0	0	0	0	0.16666666666666666	0	6	Bradymonadaceae	1.5607104090414063	4.762203155904597
0.6	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	5	Cytophagaceae	0.9502705392332347	2.586409289858933
0.6	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	5	Puniceicoccaceae	0.9502705392332347	2.586409289858933
0.2	0	0.4	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	5	Prolixibacteraceae	1.3321790402101223	3.7892914162759954
0.6	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	5	Anaerolineaceae	0.9502705392332347	2.586409289858933
0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	4	Syntrophaceae	0.5623351446188083	1.7547653506033232
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Helicobacteraceae	-0	1
